id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
20944	a,Nightmare Lord\0	a,[47]  1k\0	9C	E8	A9	-1
20945	a,Cadeine\0	a,[50]  1,1k\0	9C	E8	A9	-1
20946	a,Sanhidro\0	a,[52]  1,2k\0	9C	E8	A9	-1
20947	a,Connabi\0	a,[54]  1,3k\0	9C	E8	A9	-1
20948	a,Bartal\0	a,[56]  1,4k\0	9C	E8	A9	-1
20949	a,Luminun\0	a,[58]  1,4k\0	9C	E8	A9	-1
20950	a,Innersen\0	a,[60]  1,5k\0	9C	E8	A9	-1
20951	a,Pobby's Maid\0	a,[53]  1,2k\0	9C	E8	A9	-1
20952	a,Pobby Escort\0	a,[55]  1,3k\0	9C	E8	A9	-1
20953	a,Pobby\0	a,[57]  1,4k\0	9C	E8	A9	-1
20954	a,Hungered Corpse\0	a,[60]  1,5k\0	9C	E8	A9	-1
20955	a,Ghostly Warrior\0	a,[62]  1,6k\0	9C	E8	A9	-1
20956	a,Past Knight\0	a,[64]  1,7k\0	9C	E8	A9	-1
20957	a,Nihil Invader\0	a,[66]  1,8k\0	9C	E8	A9	-1
20958	a,Death Agent\0	a,[68]  1,9k\0	9C	E8	A9	-1
20959	a,Dark Guard\0	a,[70]  1,9k\0	9C	E8	A9	-1
20960	a,Bloody Ghost\0	a,[64]  1,7k\0	9C	E8	A9	-1
20961	a,Bloody Knight\0	a,[65]  1,7k\0	9C	E8	A9	-1
20962	a,Bloody Priest\0	a,[66]  1,8k\0	9C	E8	A9	-1
20963	a,Bloody Lord\0	a,[68]  1,9k\0	9C	E8	A9	-1
20964	a,Huge Footmark\0	a,[70]  1,9k\0	9C	E8	A9	-1
20965	a,Chimera Piece\0	a,[72]  2k\0	9C	E8	A9	-1
20966	a,Black Shadow\0	a,[74]  2,1k\0	9C	E8	A9	-1
20967	a,Past Creature\0	a,[76]  2,1k\0	9C	E8	A9	-1
20968	a,Nonexistent Man\0	a,[78]  2,2k\0	9C	E8	A9	-1
20969	a,Giant's Shadow\0	a,[78]  2,3k\0	9C	E8	A9	-1
20970	a,Soldier of Ancient Times\0	a,[73]  2k\0	9C	E8	A9	-1
20971	a,Warrior of Ancient Times\0	a,[75]  2,1k\0	9C	E8	A9	-1
20972	a,Shaman of Ancient Times\0	a,[75]  2,1k\0	9C	E8	A9	-1
20973	a,Forgotten Ancient People\0	a,[77]  2,2k\0	9C	E8	A9	-1
20974	a,Spiteful Soul Leader\0	a,[65]  3,5k\0	9C	E8	A9	-1
20975	a,Spiteful Soul Wizard\0	a,[63]  3,3k\0	9C	E8	A9	-1
20976	a,Spiteful Soul Fighter\0	a,[62]  3,2k\0	9C	E8	A9	-1
20977	a,Elmoradan's Lady\0	a,[65]  6,9k\0	9C	E8	A9	-1
20978	a,Elmoradan's Archer Escort\0	a,[64]  6,8k\0	9C	E8	A9	-1
20979	a,Elmoradan's Maid\0	a,[64]  6,8k\0	9C	E8	A9	-1
20980	a,Hallate's Follower Mul\0	a,[68]  7,4k\0	9C	E8	A9	-1
20981	a,Mul's Wizard\0	a,[67]  7,3k\0	9C	E8	A9	-1
20982	a,Mul's Knight\0	a,[67]  7,3k\0	9C	E8	A9	-1
20983	a,Binder\0	a,[73]  8,2k\0	9C	E8	A9	-1
20984	a,Bound Warrior\0	a,[72]  8k\0	9C	E8	A9	-1
20985	a,Bound Archer\0	a,[72]  8k\0	9C	E8	A9	-1
20986	a,Sairon\0	a,[54]  5,1k\0	9C	E8	A9	-1
20987	a,Sairon's Doll\0	a,[53]  5k\0	9C	E8	A9	-1
20988	a,Sairon's Puppet\0	a,[53]  5k\0	9C	E8	A9	-1
20989	a,Lageos\0	a,[38]  1,4k\0	9C	E8	A9	-1
20990	a,Pageos\0	a,[38]  1,4k\0	9C	E8	A9	-1
20991	a,Swamp Tribe\0	a,[45]  3,7k\0	9C	E8	A9	-1
20992	a,Swamp Alligator\0	a,[44]  3,6k\0	9C	E8	A9	-1
20993	a,Swamp Warrior\0	a,[44]  3,6k\0	9C	E8	A9	-1
20994	a,Garden Guard Leader\0	a,[50]  4,5k\0	9C	E8	A9	-1
20995	a,Garden Guard\0	a,[48]  4,2k\0	9C	E8	A9	-1
20996	a,Spiteful Ghost of Ruins\0	a,[50]  2,2k\0	9C	E8	A9	-1
20997	a,Soldier of Grief\0	a,[51]  2,3k\0	9C	E8	A9	-1
20998	a,Cruel Punisher\0	a,[52]  2,4k\0	9C	E8	A9	-1
20999	a,Roving Soul\0	a,[53]  2,5k\0	9C	E8	A9	-1
21000	a,Soul of Ruins\0	a,*[54]  2,6k\0	80	80	FF	-1
21001	a,Wretched Archer\0	a,[55]  2,6k\0	9C	E8	A9	-1
21002	a,Doom Scout\0	a,*[56]  2,7k\0	80	80	FF	-1
21003	a,Grave Lich\0	a,[57]  2,8k\0	9C	E8	A9	-1
21004	a,Dismal Pole\0	a,*[58]  2,9k\0	80	80	FF	-1
21005	a,Grave Predator\0	a,*[59]  3k\0	80	80	FF	-1
21006	a,Doom Servant\0	a,[60]  3,1k\0	9C	E8	A9	-1
21007	a,Doom Guard\0	a,[61]  3,1k\0	9C	E8	A9	-1
21008	a,Doom Archer\0	a,*[62]  3,2k\0	80	80	FF	-1
21009	a,Doom Trooper\0	a,[63]  3,3k\0	9C	E8	A9	-1
21010	a,Doom Warrior\0	a,[64]  3,4k\0	9C	E8	A9	-1
21011	a,Ol Mahum Van Grunt\0	a,[30]  954\0	9C	E8	A9	-1
21012	a,Magical Eye\0	a,*[31]  1k\0	80	80	FF	-1
21013	a,Ol Mahum Van Archer\0	a,[32]  1,1k\0	9C	E8	A9	-1
21014	a,Lesser Warlike Tyrant\0	a,*[33]  1,1k\0	80	80	FF	-1
21015	a,Ol Mahum Van Leader\0	a,*[34]  1,2k\0	80	80	FF	-1
21016	a,Warlike Tyrant\0	a,[35]  1,2k\0	9C	E8	A9	-1
21017	a,Fallen Orc\0	a,[55]  2,6k\0	9C	E8	A9	-1
21018	a,Ancient Gargoyle\0	a,*[56]  2,7k\0	80	80	FF	-1
21019	a,Fallen Orc Archer\0	a,[57]  2,8k\0	9C	E8	A9	-1
21020	a,Fallen Orc Shaman\0	a,[58]  2,9k\0	9C	E8	A9	-1
21021	a,Sharp Talon Tiger\0	a,*[59]  3k\0	80	80	FF	-1
21022	a,Fallen Orc Captain\0	a,*[60]  3,1k\0	80	80	FF	-1
21023	a,Sobbing Wind\0	a,[26]  770\0	9C	E8	A9	-1
21024	a,Babbling Wind\0	a,[27]  813\0	9C	E8	A9	-1
21025	a,Giggling Wind\0	a,[28]  859\0	9C	E8	A9	-1
21026	a,Singing Wind\0	a,[29]  906\0	9C	E8	A9	-1
21034	a,Ogre\0	a,[38]  798\0	9C	E8	A9	-1
21035	a,Catherok\0	a,*[42]  3,3k\0	80	80	FF	-1
21036	a,Shindebarn\0	a,[44]  4,1k\0	9C	E8	A9	-1
21037	a,Ossiud\0	a,*[47]  4k\0	80	80	FF	-1
21038	a,Liangma\0	a,[49]  4,3k\0	9C	E8	A9	-1
21039	a,Snipe Cohort\0	a,[43]  3,5k\0	9C	E8	A9	-1
21040	a,Soldier of Darkness\0	a,[49]  4,3k\0	9C	E8	A9	-1
21058	a,Beast Lord\0	a,[60]  6,1k\0	9C	E8	A9	-1
21059	a,Beast Guardian\0	a,[59]  5,9k\0	9C	E8	A9	-1
21060	a,Beast Seer\0	a,[59]  5,9k\0	9C	E8	A9	-1
21061	a,Hallate's Guardian\0	a,[69]  15k\0	9C	E8	A9	-1
21062	a,Messenger Angel\0	a,*[70]  15k\0	80	80	FF	-1
21063	a,Messenger Angel\0	a,[70]  15k\0	9C	E8	A9	-1
21064	a,Platinum Guardian Archer\0	a,*[71]  16k\0	80	80	FF	-1
21065	a,Platinum Guardian Warrior\0	a,*[72]  20k\0	80	80	FF	-1
21066	a,Platinum Guardian Shaman\0	a,[73]  20k\0	9C	E8	A9	-1
21067	a,Guardian Archangel\0	a,*[74]  24k\0	80	80	FF	-1
21068	a,Guardian Archangel\0	a,[74]  21k\0	9C	E8	A9	-1
21069	a,Platinum Guardian Prefect\0	a,*[74]  21k\0	80	80	FF	-1
21070	a,Seal Archangel\0	a,*[75]  21k\0	80	80	FF	-1
21071	a,Seal Archangel\0	a,[75]  21k\0	9C	E8	A9	-1
21072	a,Platinum Guardian Chief\0	a,[75]  21k\0	9C	E8	A9	-1
21073	a,Guardian Warrior of Elmoreden\0	a,[64]  6,8k\0	9C	E8	A9	-1
21074	a,Bound Shaman\0	a,[72]  8k\0	9C	E8	A9	-1
21075	a,Slaughter Bathin\0	a,[63]  6,6k\0	9C	E8	A9	-1
21076	a,Bathin's Knight\0	a,[62]  6,4k\0	9C	E8	A9	-1
21077	a,Bathin's Wizard\0	a,[62]  6,4k\0	9C	E8	A9	-1
21078	a,Magus Valac\0	a,[70]  7,7k\0	9C	E8	A9	-1
21079	a,Valac's Creature\0	a,[69]  7,6k\0	9C	E8	A9	-1
21080	a,Valac's Guardian Spirit\0	a,[69]  7,6k\0	9C	E8	A9	-1
21081	a,Power Angel Amon\0	a,[75]  8,5k\0	9C	E8	A9	-1
21082	a,Amon's Captain of the Guards\0	a,[74]  8,3k\0	9C	E8	A9	-1
21083	a,Amon's Spirits\0	a,[74]  8,3k\0	9C	E8	A9	-1
21084	a,Bloody Lady\0	a,[60]  9,2k\0	9C	E8	A9	-1
21085	a,Bloody Sniper\0	a,[71]  20k\0	9C	E8	A9	-1
21086	a,Bloody Liviona\0	a,[72]  20k\0	9C	E8	A9	-1
21087	a,Bloody Knight\0	a,[73]  20k\0	9C	E8	A9	-1
21088	a,Bloody Banshee\0	a,[74]  21k\0	9C	E8	A9	-1
21089	a,Bloody Lord\0	a,[75]  21k\0	9C	E8	A9	-1
21090	a,Bloody Guardian\0	a,[75]  13k\0	9C	E8	A9	-1
21091	a,Bloody Keeper\0	a,[74]  8,3k\0	9C	E8	A9	-1
21092	a,Bloody Mystic\0	a,[74]  8,3k\0	9C	E8	A9	-1
21093	a,Ratman Sub Chieftain\0	a,*[19]  508\0	80	80	FF	-1
21094	a,Ratman Chieftain\0	a,[20]  541\0	9C	E8	A9	-1
21095	a,Giant Poison Bee\0	a,[21]  575\0	9C	E8	A9	-1
21096	a,Cloudy Beast\0	a,*[22]  611\0	80	80	FF	-1
21097	a,Young Araneid\0	a,*[23]  648\0	80	80	FF	-1
21098	a,Plain Grizzly\0	a,[24]  687\0	9C	E8	A9	-1
21099	a,Cloudy Beast Turen\0	a,*[25]  728\0	80	80	FF	-1
21100	a,Langk Lizardman Sentinel\0	a,*[19]  508\0	80	80	FF	-1
21101	a,Langk Lizardman Shaman\0	a,[24]  687\0	9C	E8	A9	-1
21102	a,Watchman of the Plains\0	a,[30]  954\0	9C	E8	A9	-1
21103	a,Roughly Hewn Rock Golem\0	a,[31]  1k\0	9C	E8	A9	-1
21104	a,Delu Lizardman Supplier\0	a,[32]  1,1k\0	9C	E8	A9	-1
21105	a,Delu Lizardman Special Agent\0	a,[33]  1,1k\0	9C	E8	A9	-1
21106	a,Cursed Seer\0	a,[34]  1,2k\0	9C	E8	A9	-1
21107	a,Delu Lizardman Commander\0	a,[35]  2,4k\0	9C	E8	A9	-1
21108	a,Glow Wisp\0	a,[67]  3,6k\0	9C	E8	A9	-1
21109	a,Hames Orc Scout\0	a,[68]  3,7k\0	9C	E8	A9	-1
21110	a,Marsh Predator\0	a,[69]  3,8k\0	9C	E8	A9	-1
21111	a,Lava Wyrm\0	a,[70]  3,9k\0	9C	E8	A9	-1
21112	a,Hames Orc Footman\0	a,[71]  3,9k\0	9C	E8	A9	-1
21113	a,Hames Orc Sniper\0	a,[72]  4k\0	9C	E8	A9	-1
21114	a,Cursed Guardian\0	a,[73]  4,1k\0	9C	E8	A9	-1
21115	a,Hames Orc Shaman\0	a,[74]  4,2k\0	9C	E8	A9	-1
21116	a,Hames Orc Overlord\0	a,[75]  4,8k\0	9C	E8	A9	-1
21117	a,Kasha Imp\0	a,[19]  508\0	9C	E8	A9	-1
21118	a,Baar Dre Vanul\0	a,*[20]  541\0	80	80	FF	-1
21119	a,Hobgoblin\0	a,[21]  575\0	9C	E8	A9	-1
21120	a,Kasha Imp Turen\0	a,*[22]  611\0	80	80	FF	-1
21121	a,Kasha Dire Wolf\0	a,*[23]  648\0	80	80	FF	-1
21122	a,Kasha Bugbear\0	a,*[24]  687\0	80	80	FF	-1
21123	a,Baar Dre Vanul Destroyer\0	a,*[25]  728\0	80	80	FF	-1
21124	a,Red Eye Barbed Bat\0	a,[18]  476\0	9C	E8	A9	-1
21125	a,Northern Trimden\0	a,*[19]  508\0	80	80	FF	-1
21126	a,Kerope Werewolf\0	a,[20]  541\0	9C	E8	A9	-1
21127	a,Northern Goblin\0	a,[21]  575\0	9C	E8	A9	-1
21128	a,Spine Golem\0	a,[22]  611\0	9C	E8	A9	-1
21129	a,Kerope Werewolf Chief\0	a,*[23]  648\0	80	80	FF	-1
21130	a,Northern Goblin Leader\0	a,*[24]  687\0	80	80	FF	-1
21131	a,Enchanted Spine Golem\0	a,[25]  728\0	9C	E8	A9	-1
21132	a,Underground Kobold\0	a,[24]  687\0	9C	E8	A9	-1
21133	a,Dead Pit Skeleton Archer\0	a,[25]  728\0	9C	E8	A9	-1
21134	a,Dead Pit Spartoi\0	a,*[26]  770\0	80	80	FF	-1
21135	a,Underground Kobold Warrior\0	a,[27]  813\0	9C	E8	A9	-1
21136	a,Dead Pit Horror\0	a,[28]  859\0	9C	E8	A9	-1
21137	a,Iron Ore Golem\0	a,*[29]  906\0	80	80	FF	-1
21138	a,Greedy Geist\0	a,[30]  954\0	9C	E8	A9	-1
21139	a,Catacomb Barbed Bat\0	a,*[23]  2,6k\0	80	80	FF	-1
21140	a,Catacomb Wisp\0	a,[26]  3,1k\0	9C	E8	A9	-1
21141	a,Catacomb Serpent\0	a,*[28]  3,4k\0	80	80	FF	-1
21142	a,Grave Keeper Spartoi\0	a,*[29]  3,6k\0	80	80	FF	-1
21143	a,Catacomb Scavenger Bat\0	a,*[31]  4k\0	80	80	FF	-1
21144	a,Catacomb Shadow\0	a,*[34]  4,7k\0	80	80	FF	-1
21145	a,Catacomb Stakato Soldier\0	a,*[38]  5,6k\0	80	80	FF	-1
21146	a,Grave Keeper Dark Horror\0	a,*[40]  6,1k\0	80	80	FF	-1
21147	a,Catacomb Gargoyle\0	a,*[43]  6,9k\0	80	80	FF	-1
21148	a,Catacomb Liviona\0	a,[44]  7,2k\0	9C	E8	A9	-1
21149	a,Decayed Ancient Pikeman\0	a,*[46]  7,8k\0	80	80	FF	-1
21150	a,Decayed Ancient Soldier\0	a,*[49]  8,7k\0	80	80	FF	-1
21151	a,Decayed Ancient Knight\0	a,*[50]  9k\0	80	80	FF	-1
21152	a,Purgatory Wisp\0	a,[53]  9,9k\0	9C	E8	A9	-1
21153	a,Purgatory Serpent\0	a,*[56]  11k\0	80	80	FF	-1
21154	a,Hell Keeper Medusa\0	a,*[58]  12k\0	80	80	FF	-1
21155	a,Purgatory Conjurer\0	a,*[59]  12k\0	80	80	FF	-1
21156	a,Purgatory Shadow\0	a,[61]  13k\0	9C	E8	A9	-1
21157	a,Purgatory Tarantula\0	a,*[64]  14k\0	80	80	FF	-1
21158	a,Hell Keeper Crimson Doll\0	a,*[67]  15k\0	80	80	FF	-1
21159	a,Purgatory Gargoyle\0	a,*[68]  15k\0	80	80	FF	-1
21160	a,Purgatory Liviona\0	a,[71]  16k\0	9C	E8	A9	-1
21161	a,Lesser Ancient Soldier\0	a,*[73]  16k\0	80	80	FF	-1
21162	a,Lesser Ancient Scout\0	a,*[74]  17k\0	80	80	FF	-1
21163	a,Lesser Ancient Shaman\0	a,*[76]  17k\0	80	80	FF	-1
21164	a,Guardian Spirit of Ancient Holy Ground\0	a,*[78]  18k\0	80	80	FF	-1
21165	a,Lesser Ancient Warrior\0	a,[78]  19k\0	9C	E8	A9	-1
21166	a,Lith Scout\0	a,[21]  2,3k\0	9C	E8	A9	-1
21167	a,Lith Witch\0	a,[24]  2,8k\0	9C	E8	A9	-1
21168	a,Lith Warrior\0	a,[27]  3,3k\0	9C	E8	A9	-1
21169	a,Lith Guard\0	a,[30]  3,8k\0	9C	E8	A9	-1
21170	a,Lith Medium\0	a,[33]  4,4k\0	9C	E8	A9	-1
21171	a,Lith Overlord\0	a,[36]  5,1k\0	9C	E8	A9	-1
21172	a,Lith Patrolman\0	a,[39]  5,9k\0	9C	E8	A9	-1
21173	a,Lith Shaman\0	a,[42]  6,6k\0	9C	E8	A9	-1
21174	a,Lith Commander\0	a,[45]  7,5k\0	9C	E8	A9	-1
21175	a,Lilim Butcher\0	a,[48]  8,4k\0	9C	E8	A9	-1
21176	a,Lilim Magus\0	a,[51]  9,3k\0	9C	E8	A9	-1
21177	a,Lilim Knight Errant\0	a,[54]  10k\0	9C	E8	A9	-1
21178	a,Lilim Marauder\0	a,[57]  11k\0	9C	E8	A9	-1
21179	a,Lilim Priest\0	a,[60]  12k\0	9C	E8	A9	-1
21180	a,Lilim Knight\0	a,[63]  13k\0	9C	E8	A9	-1
21181	a,Lilim Assassin\0	a,[66]  14k\0	9C	E8	A9	-1
21182	a,Lilim Soldier\0	a,[69]  15k\0	9C	E8	A9	-1
21183	a,Lilim Knight Commander\0	a,[72]  16k\0	9C	E8	A9	-1
21184	a,Lilim Slayer\0	a,[75]  17k\0	9C	E8	A9	-1
21185	a,Lilim Great Mystic\0	a,[78]  18k\0	9C	E8	A9	-1
21186	a,Lilim Court Knight\0	a,[78]  19k\0	9C	E8	A9	-1
21187	a,Gigant Slave\0	a,[21]  2,3k\0	9C	E8	A9	-1
21188	a,Gigant Acolyte\0	a,[24]  2,8k\0	9C	E8	A9	-1
21189	a,Gigant Overseer\0	a,[27]  3,3k\0	9C	E8	A9	-1
21190	a,Gigant Footman\0	a,[30]  3,8k\0	9C	E8	A9	-1
21191	a,Gigant Cleric\0	a,[33]  4,4k\0	9C	E8	A9	-1
21192	a,Gigant Officer\0	a,[36]  5,1k\0	9C	E8	A9	-1
21193	a,Gigant Raider\0	a,[39]  5,9k\0	9C	E8	A9	-1
21194	a,Gigant Confessor\0	a,[42]  6,6k\0	9C	E8	A9	-1
21195	a,Gigant Commander\0	a,[45]  7,5k\0	9C	E8	A9	-1
21196	a,Nephilim Sentinel\0	a,[48]  8,4k\0	9C	E8	A9	-1
21197	a,Nephilim Priest\0	a,[51]  9,3k\0	9C	E8	A9	-1
21198	a,Nephilim Swordsman\0	a,[54]  12k\0	9C	E8	A9	-1
21199	a,Nephilim Guard\0	a,[57]  11k\0	9C	E8	A9	-1
21200	a,Nephilim Bishop\0	a,[60]  12k\0	9C	E8	A9	-1
21201	a,Nephilim Centurion\0	a,[63]  15k\0	9C	E8	A9	-1
21202	a,Nephilim Scout\0	a,[66]  14k\0	9C	E8	A9	-1
21203	a,Nephilim Archbishop\0	a,[69]  15k\0	9C	E8	A9	-1
21204	a,Nephilim Praetorian\0	a,[72]  18k\0	9C	E8	A9	-1
21205	a,Nephilim Royal Guard\0	a,[75]  17k\0	9C	E8	A9	-1
21206	a,Nephilim Cardinal\0	a,[78]  18k\0	9C	E8	A9	-1
21207	a,Nephilim Commander\0	a,[78]  21k\0	9C	E8	A9	-1
21208	a,Hallowed Watchman\0	a,[20]  2,2k\0	9C	E8	A9	-1
21209	a,Hallowed Seer\0	a,*[22]  2,4k\0	80	80	FF	-1
21210	a,Vault Guardian\0	a,*[25]  2,9k\0	80	80	FF	-1
21211	a,Vault Seer\0	a,*[27]  3,3k\0	80	80	FF	-1
21212	a,Hallowed Sentinel\0	a,[30]  3,9k\0	9C	E8	A9	-1
21213	a,Hallowed Monk\0	a,*[32]  4,2k\0	80	80	FF	-1
21214	a,Vault Sentinel\0	a,*[35]  4,9k\0	80	80	FF	-1
21215	a,Vault Monk\0	a,*[37]  5,4k\0	80	80	FF	-1
21216	a,Overlord of the Holy Lands\0	a,[40]  6,1k\0	9C	E8	A9	-1
21217	a,Hallowed Priest\0	a,*[42]  6,6k\0	80	80	FF	-1
21218	a,Vault Overlord\0	a,*[45]  7,5k\0	80	80	FF	-1
21219	a,Vault Priest\0	a,*[47]  8,1k\0	80	80	FF	-1
21220	a,Sepulcher Archon\0	a,[50]  9k\0	9C	E8	A9	-1
21221	a,Sepulcher Inquisitor\0	a,*[52]  9,6k\0	80	80	FF	-1
21222	a,Sepulcher Archon\0	a,*[55]  11k\0	80	80	FF	-1
21223	a,Sepulcher Inquisitor\0	a,*[57]  11k\0	80	80	FF	-1
21224	a,Sepulcher Guardian\0	a,[60]  12k\0	9C	E8	A9	-1
21225	a,Sepulcher Sage\0	a,*[62]  13k\0	80	80	FF	-1
21226	a,Sepulcher Guardian\0	a,*[65]  14k\0	80	80	FF	-1
21227	a,Sepulcher Sage\0	a,*[67]  15k\0	80	80	FF	-1
21228	a,Sepulcher Guard\0	a,[70]  15k\0	9C	E8	A9	-1
21229	a,Sepulcher Preacher\0	a,*[72]  16k\0	80	80	FF	-1
21230	a,Sepulcher Guard\0	a,*[75]  17k\0	80	80	FF	-1
21231	a,Sepulcher Preacher\0	a,*[77]  17k\0	80	80	FF	-1
21232	a,Barrow Guardian\0	a,[20]  2,2k\0	9C	E8	A9	-1
21233	a,Barrow Seer\0	a,*[22]  0\0	80	80	FF	-1
21234	a,Grave Guardian\0	a,*[25]  0\0	80	80	FF	-1
21235	a,Grave Seer\0	a,*[27]  0\0	80	80	FF	-1
21236	a,Barrow Sentinel\0	a,[30]  3,8k\0	9C	E8	A9	-1
21237	a,Barrow Monk\0	a,*[32]  4,2k\0	80	80	FF	-1
21238	a,Grave Sentinel\0	a,*[35]  4,9k\0	80	80	FF	-1
21239	a,Grave Monk\0	a,*[37]  5,4k\0	80	80	FF	-1
21240	a,Barrow Overlord\0	a,[40]  6,1k\0	9C	E8	A9	-1
21241	a,Barrow Priest\0	a,*[42]  6,6k\0	80	80	FF	-1
21242	a,Grave Overlord\0	a,*[45]  7,5k\0	80	80	FF	-1
21243	a,Grave Priest\0	a,*[47]  8,1k\0	80	80	FF	-1
21244	a,Crypt Archon\0	a,[50]  9k\0	9C	E8	A9	-1
21245	a,Crypt Inquisitor\0	a,*[52]  9,6k\0	80	80	FF	-1
21246	a,Tomb Archon\0	a,*[55]  11k\0	80	80	FF	-1
21247	a,Tomb Inquisitor\0	a,*[57]  11k\0	80	80	FF	-1
21248	a,Crypt Guardian\0	a,[60]  12k\0	9C	E8	A9	-1
21249	a,Crypt Sage\0	a,*[62]  13k\0	80	80	FF	-1
21250	a,Tomb Guardian\0	a,*[65]  14k\0	80	80	FF	-1
21251	a,Tomb Sage\0	a,*[67]  15k\0	80	80	FF	-1
21252	a,Crypt Guard\0	a,[70]  15k\0	9C	E8	A9	-1
21253	a,Crypt Preacher\0	a,*[72]  16k\0	80	80	FF	-1
21254	a,Tomb Guard\0	a,*[75]  17k\0	80	80	FF	-1
21255	a,Tomb Preacher\0	a,*[77]  17k\0	80	80	FF	-1
21256	a,Underground Werewolf\0	a,*[23]  648\0	80	80	FF	-1
21257	a,Evil Eye Seer\0	a,[18]  476\0	9C	E8	A9	-1
21258	a,Fallen Orc Shaman\0	a,[58]  2,9k\0	9C	E8	A9	-1
21259	a,Fallen Orc Shaman\0	a,*[59]  3k\0	80	80	FF	-1
21260	a,Betrayer Orc Hero\0	a,[50]  2,2k\0	9C	E8	A9	-1
21261	a,Ol Mahum Transcender\0	a,[50]  2,2k\0	9C	E8	A9	-1
21262	a,Ol Mahum Transcender\0	a,[53]  2,5k\0	9C	E8	A9	-1
21263	a,Ol Mahum Transcender\0	a,[55]  2,6k\0	9C	E8	A9	-1
21264	a,Ol Mahum Transcender\0	a,[58]  2,9k\0	9C	E8	A9	-1
21265	a,Cave Ant Larva\0	a,[36]  1,3k\0	9C	E8	A9	-1
21266	a,Cave Ant Larva\0	a,[36]  1,3k\0	9C	E8	A9	-1
21267	a,Cave Ant Larva\0	a,[36]  1,3k\0	9C	E8	A9	-1
21268	a,Cave Ant Larva\0	a,[36]  2,6k\0	9C	E8	A9	-1
21269	a,Cave Ant\0	a,[37]  1,3k\0	9C	E8	A9	-1
21270	a,Cave Ant Soldier\0	a,*[38]  1,4k\0	80	80	FF	-1
21271	a,Cave Ant\0	a,[37]  1,3k\0	9C	E8	A9	-1
21272	a,Cave Ant Soldier\0	a,*[38]  1,4k\0	80	80	FF	-1
21273	a,Cave Noble Ant\0	a,[39]  2,9k\0	9C	E8	A9	-1
21274	a,Kookaburra\0	a,[67]  1,8k\0	9C	E8	A9	-1
21275	a,Kookaburra\0	a,[67]  1,8k\0	9C	E8	A9	-1
21276	a,Kookaburra\0	a,[67]  1,8k\0	9C	E8	A9	-1
21277	a,Kookaburra\0	a,[67]  1,8k\0	9C	E8	A9	-1
21278	a,Antelope\0	a,[68]  1,9k\0	9C	E8	A9	-1
21279	a,Antelope\0	a,[68]  1,9k\0	9C	E8	A9	-1
21280	a,Antelope\0	a,[68]  1,9k\0	9C	E8	A9	-1
21281	a,Antelope\0	a,[68]  1,9k\0	9C	E8	A9	-1
21282	a,Bandersnatch\0	a,*[69]  1,9k\0	80	80	FF	-1
21283	a,Bandersnatch\0	a,*[69]  1,9k\0	80	80	FF	-1
21284	a,Bandersnatch\0	a,*[69]  1,9k\0	80	80	FF	-1
21285	a,Bandersnatch\0	a,[69]  1,9k\0	9C	E8	A9	-1
21286	a,Buffalo\0	a,[70]  1,9k\0	9C	E8	A9	-1
21287	a,Buffalo\0	a,[70]  1,9k\0	9C	E8	A9	-1
21288	a,Buffalo\0	a,[70]  1,9k\0	9C	E8	A9	-1
21289	a,Buffalo\0	a,[70]  1,9k\0	9C	E8	A9	-1
21290	a,Grendel\0	a,*[71]  2k\0	80	80	FF	-1
21291	a,Grendel\0	a,*[71]  2k\0	80	80	FF	-1
21292	a,Grendel\0	a,*[71]  2k\0	80	80	FF	-1
21293	a,Grendel\0	a,[71]  2k\0	9C	E8	A9	-1
21294	a,Canyon Antelope\0	a,[68]  7,4k\0	9C	E8	A9	-1
21295	a,Canyon Antelope Slave\0	a,[69]  7,6k\0	9C	E8	A9	-1
21296	a,Canyon Bandersnatch\0	a,*[70]  12k\0	80	80	FF	-1
21297	a,Canyon Bandersnatch Slave\0	a,[71]  12k\0	9C	E8	A9	-1
21298	a,Eye of Restrainer\0	a,*[71]  7,9k\0	80	80	FF	-1
21299	a,Buffalo Slave\0	a,[72]  14k\0	9C	E8	A9	-1
21300	a,Eye of Guide\0	a,[72]  12k\0	9C	E8	A9	-1
21301	a,Gaze of Nightmare\0	a,[72]  16k\0	9C	E8	A9	-1
21302	a,Eye of Watchman\0	a,[73]  12k\0	9C	E8	A9	-1
21303	a,Homunculus\0	a,[73]  12k\0	9C	E8	A9	-1
21304	a,Grendel Slave\0	a,[74]  19k\0	9C	E8	A9	-1
21305	a,Eye of Pilgrim\0	a,[74]  12k\0	9C	E8	A9	-1
21306	a,Disciples of Protection\0	a,[74]  21k\0	9C	E8	A9	-1
21307	a,Elder Homunculus\0	a,[75]  17k\0	9C	E8	A9	-1
21308	a,Disciples of Punishment\0	a,[75]  21k\0	9C	E8	A9	-1
21309	a,Disciples of Punishment\0	a,[75]  24k\0	9C	E8	A9	-1
21310	a,Disciples of Authority\0	a,[76]  21k\0	9C	E8	A9	-1
21311	a,Disciples of Authority\0	a,[76]  21k\0	9C	E8	A9	-1
21312	a,Eye of Ruler\0	a,[74]  12k\0	9C	E8	A9	-1
21313	a,Sly Hound Dog\0	a,[72]  12k\0	9C	E8	A9	-1
21314	a,Hot Springs Bandersnatchling\0	a,[73]  8,2k\0	9C	E8	A9	-1
21315	a,Hot Springs Buffalo\0	a,[73]  8,2k\0	9C	E8	A9	-1
