id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
576	1	u,Сколько предметов переместить?\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
577	1	u,Нельзя призывать во время обмена или торговли.\0	0	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
578	1	u,Нельзя призывать во время битвы.\0	0	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
579	1	u,Нельзя отозвать питомца во время битвы.\0	0	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
580	1	u,Нельзя призвать более одного питомца за раз.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
581	1	u,В имени есть пробел.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
582	1	u,Запрещенное имя персонажа.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
583	1	u,В имени содержится запрещенное слово.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
584	1	u,Питомец с таким именем уже существует.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
585	1	u,Установите цену покупки.\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
586	1	u,Нельзя поместить предметы питомца в ячейки быстрого доступа.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
587	1	u,Скорость Вашей системы низка.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
588	1	u,Инвентарь питомца полон.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
589	1	u,Нельзя призвать мертвого питомца.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
590	1	u,Нельзя передать предмет мертвому питомцу.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
591	1	u,Имя питомца содержит запрещенный символ.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
592	1	u,Уничтожить питомца? При уничтожении пропадет ошейник питомца.\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
593	1	u,Питомец сбежал, так и не дождавшись от Вас еды.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
594	1	u,Нельзя вернуть голодного питомца.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
595	1	u,Питомец очень голоден.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
596	1	u,Питомец немного поел, но все равно голоден.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
597	1	u,Питомец очень голоден, будьте осторожны.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
598	1	u,Нельзя пользоваться чатом в режиме невидимости.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
599	1	u,Внимание! Важное объявление службы поддержки! Некоторое время чат будет недоступен.\0	0	FF	FF	80	FF	a,ItemSound3.sys_broadcast\0	a,599\0	0	0	0	0	0	a,	a,none\0
600	1	u,Нельзя надеть предмет питомца.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
601	1	u,Количество нерассмотренных петиций: $S1.\0	6	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
602	1	u,Система петиций недоступна. Попробуйте воспользоваться ею позже.\0	6	FF	FF	0	FF	a,	a,602\0	0	0	0	0	0	a,	a,petition\0
603	1	u,Нельзя выбросить или обменять данный предмет.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
604	1	u,Нельзя призвать питомца или других существ в этом месте.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
605	1	u,В список можно внести до 128 человек.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
606	1	u,Список данного персонажа переполнен.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
607	1	u,Вы не можете изучать умения. Возвращайтесь, когда достигнете $s1-го уровня.\0	4	0	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
608	1	u,$c1 получает: $s2 ($s3 шт.) с помощью умения «Sweeper».\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
609	1	u,$c1 получает: $s2 с помощью умения «Sweeper».\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
610	1	u,Недостаточно HP. Умение отменено.\0	0	80	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
611	1	u,Вы успешно ввели противника в замешательство.\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
612	1	u,Удачная попытка, монстр заспойлен.\0	0	40	FF	0	FF	a,ItemSound3.sys_spoil_success\0	a,	0	0	0	0	0	a,	a,none\0
613	1	u,======<Игнор-лист>======\0	0	80	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
614	1	a,$c1 : $c2\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
615	1	u,Ошибка при добавлении в игнор-лист.\0	0	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
616	1	u,Ошибка при удалении из игнор-листа.\0	0	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
617	1	u,$s1 добавляется в игнор-лист.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
618	1	u,$s1 удаляется из игнор-листа.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
619	1	u,$s1 добавляет Вас в игнор-лист.\0	0	80	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
620	1	u,$s1 добавляет Вас в игнор-лист.\0	0	80	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
621	1	u,Вы заходите в игру с запрещенного IP.\0	0	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
622	1	u,Нельзя послать сообщение об объявлении войны во время войны между кланами.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
623	1	u,Противник воюет с максимально допущенным количеством кланов.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
624	1	u,Лидер клана $s1 сейчас не в игре.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
625	1	u,Поступил отказ от завершения войны между кланами.\0	0	0	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
626	1	u,Клан $s1 не ответил на объявление войны.\0	0	0	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
627	1	u,Вы не ответили клану $s1 на сообщение об объявлении войны.\0	0	0	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
628	1	u,Вы уже воевали с кланом $s1. Повторно объявить войну можно через 5 дней после окончания предыдущей.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
629	1	u,Противник уже находится в состоянии войны с максимальным количеством кланов.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
630	1	u,Война с кланом $s1 началась.\0	4	FF	FF	80	FF	a,	a,630\0	0	0	0	0	0	a,	a,popup\0
631	1	u,Война с кланом $s1 завершена.\0	4	FF	FF	80	FF	a,	a,631\0	0	0	0	0	0	a,	a,popup\0
632	1	u,Вы победили в войне с кланом $s1.\0	4	FF	FF	0	FF	a,	a,632\0	0	0	0	0	0	a,	a,popup\0
633	1	u,Вы проиграли в войне с кланом $s1.\0	4	2B	2B	FF	FF	a,	a,633\0	0	0	0	0	0	a,	a,popup\0
634	1	u,Лидер клана погиб. Вы проиграли клану $s1.\0	4	2B	2B	FF	FF	a,	a,634\0	0	0	0	0	0	a,	a,popup\0
635	1	u,Время войны кланов истекло. Война с кланом $s1 завершена.\0	4	FF	FF	80	FF	a,	a,635\0	0	0	0	0	0	a,	a,popup\0
636	1	u,Вы не вовлечены в войну кланов.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
637	1	u,Клан, входящий в состав Вашего альянса, зарегистрировался Вашим оппонентом.\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
638	1	u,Вы уже подали заявку на участие в осаде крепости.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
639	1	u,Вы уже подали заявку на участие в другой осаде крепости. Нельзя подать повторную заявку.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
640	1	u,Вы не смогли отказаться от защиты крепости.\0	5	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
641	1	u,Вы не смогли подтвердить участие в защите крепости.\0	5	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
642	1	u,Вы подали заявку на участие в атаке крепости. Необходимо отменить ее и повторить попытку.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
643	1	u,Вы подали заявку на участие в обороне крепости. Необходимо отменить ее и повторить попытку.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
644	1	u,Вы еще не подали заявку на участие в осаде крепости.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
645	1	u,Подать заявку на участие в осаде крепости могут только кланы, достигшие 5-го уровня.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
646	1	u,У Вас нет права вносить изменения в список защитников крепости.\0	5	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,error\0
647	1	u,У Вас нет права выбрать время начала атаки на крепость.\0	5	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,error\0
648	1	u,Заявки на участие в атаке крепости больше не принимаются.\0	0	40	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
649	1	u,Заявки на участие в обороне крепости больше не принимаются.\0	0	40	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
650	1	u,Нельзя призывать в данном месте.\0	0	66	66	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
651	1	u,Поместить предмет $s1 в данном месте?\0	4	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
652	1	u,Цель вызванного существа неверна.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
653	1	u,У Вас нет права устанавливать наемников.\0	0	40	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
654	1	u,У Вас нет права изменить расположение наемников.\0	0	40	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
655	1	u,Вы не можете установить наемника в этом месте.\0	0	40	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
656	1	u,Нельзя установить этого наемника.\0	0	40	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
657	1	u,Расстояние между наемниками слишком мало.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
658	1	u,Этот наемник не принадлежит Вашему замку, поэтому нельзя изменить его местоположение.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
659	1	u,Сейчас не время для регистрации на участие в осаде крепости, поэтому одобрить или отменить заявку невозможно.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
660	1	u,Сейчас не время для регистрации на участие в осаде крепости, поэтому подать или отменить заявку невозможно.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
661	1	u,Этот персонаж не может быть оценен.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
662	1	u,Этот персонаж отказался быть Вашим другом.\0	0	66	66	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
663	1	u,Время начала осады: $s2. После этого внести какие-либо изменения будет невозможно. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
664	1	u,Выберите получателя.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
665	1	u,$s2, представитель альянса $s1, предлагает войну. Согласиться?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
666	1	u,Альянс $s1 просит о завершении войны. Вы согласны?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
667	1	u,Вас добавляют в список атакующих в осаде крепости $s1. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
668	1	u,Вас добавляют в список защитников в осаде крепости $s1. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
669	1	u,Заявка на участие в осаде $s1 будет отменена. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
670	1	u,Заявка на участие в защите крепости клана $s1 будет отклонена. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
671	1	u,Заявка на участие в защите крепости клана $s1 будет одобрена. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
672	1	u,Исчезло: $s1 аден.\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
673	1	u,Участвовать в аукционе холлов кланов могут только кланы 2-го уровня и выше.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
674	1	u,Не прошло 7 дней со дня отмены аукциона.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
675	1	u,Данный холл клана не будет выставлен на аукционе.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
676	1	u,Вы уже внесли свою ставку, поэтому участие в другом аукционе невозможно.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
677	1	u,Ставка должна превышать минимально возможный размер платежа.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
678	1	u,Вы сделали ставку в аукционе $s1.\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
679	1	u,Ставка отменена.\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
680	1	u,Вы не можете участвовать в аукционе.\0	5	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,error\0
681	1	u,Ваш клан не владеет холлом.\0	5	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,error\0
682	1	u,Перемещение в другую деревню. Продолжить?\0	4	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
683	1	u,У Вас нет прав на получение этого предмета.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
684	1	u,Во время осады крепости установить наемников невозможно.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
685	1	u,Вы не можете объявить войну клану, входящему в Ваш альянс.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
686	1	u,Вы получили $s1 урона от магии.\0	0	B9	B9	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
687	1	u,Вы не можете передвигаться в замерзшем состоянии. Подождите немного.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
688	1	u,Клан, владеющий замком, автоматически заносится в список защитников.\0	0	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
689	1	u,Клан, владеющий замком, не может участвовать в других осадах.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
690	1	u,Так как Вы состоите в одном альянсе с кланом, владеющим крепостью, Вы не можете войти в состав осаждающих замок.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
691	1	u,Клан $s1 уже состоит в альянсе $s2.\0	0	80	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
692	1	u,Ваш соратник заморожен. Подождите немного.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
693	1	u,Прибывшая посылка находится в другом хранилище.\0	0	80	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
694	1	u,Посылок не было.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
695	1	u,Вы не можете дать имя питомцу.\0	5	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,error\0
696	1	u,Ваш аккаунт был заблокирован за неуплату.\0	0	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
697	1	u,Число улучшений предмета неверно.\0	0	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
698	1	u,Цена предмета отличается от такого же в списке продаж.\0	4	80	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
699	1	u,В данный момент покупка не производится.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
700	1	u,Покупка завершена.\0	0	80	FF	0	FF	a,ItemSound3.sys_exchange_success\0	a,	0	0	0	0	0	a,	a,none\0
701	1	u,Недостаточно необходимых предметов.\0	4	66	66	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
702	1	u,Сейчас в игре нет Игрового мастера.\0	0	FF	FF	0	FF	a,	a,702\0	0	0	0	0	0	a,	a,none\0
703	1	u,======<Список Игровых мастеров>=====\0	0	80	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
704	1	u,Игровой мастер: $c1\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
705	1	u,Вы не можете заблокировать себя.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
706	1	u,В список заблокированных пользователей можно добавить максимум 128 человека.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
707	1	u,Нельзя переместиться в осаждаемую деревню.\0	0	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
708	1	u,У Вас нет права пользоваться хранилищем замка.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
709	1	u,У Вас нет права пользоваться хранилищем клана.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
710	1	u,Хранилищем клана может пользоваться только клан, уровень которого превышает 1.\0	0	2B	2B	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
711	1	u,$s1: осада началась.\0	0	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
712	1	u,$s1: осада завершена.\0	0	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
713	1	a,$s1/$s2/$s3 $s4:$s5\0	0	80	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
714	1	u,Ловушка активирована.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
715	1	u,Действие ловушки было приостановлено.\0	0	40	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
716	1	u,Воскрешение невозможно, если отсутствует база.\0	0	66	66	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
717	1	u,Воскрешение невозможно, так как защитная башня была разрушена.\0	0	66	66	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
718	1	u,Во время осады замка открыть или закрыть врата нельзя.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
719	1	u,У Вас не получилось создать предмет.\0	0	66	66	FF	FF	a,ItemSound3.sys_enchant_failed\0	a,	0	0	0	0	0	a,	a,none\0
720	1	u,Цена покупки превышает Ваш капитал, поэтому начать торговлю невозможно.\0	4	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,popup\0
721	1	u,Во время осады замка создать альянс нельзя.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
722	1	u,Один из кланов, входящих в альянс, участвует в осаде замка, поэтому распустить альянс невозможно.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
723	1	u,Данный клан участвует в осаде замка.\0	0	80	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
724	1	u,Нельзя уйти во время осады замка.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
725	1	u,Нельзя изгнать из альянса клан, участвующий в осаде замка.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
726	1	u,Состояние заморозки. Подождите немного.\0	4	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
727	1	u,Замороженное состояние закончилось.\0	4	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
728	1	u,Нельзя подать заявку на роспуск в течение 7 дней после предыдущей.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
729	1	u,Нельзя выбросить данный предмет.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
730	1	u,Количество отправленных петиций: $s1. \\n - Количество доступных сегодня петиций: $s2.\0	6	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
731	1	u,Получен ответ от службы поддержки на имя $c1. Петиция $s2.\0	6	FF	FF	0	FF	a,	a,731\0	0	0	0	0	0	a,	a,petition\0
732	1	u,Игровой мастер просит о приватной беседе $c1.\0	6	FF	FF	0	FF	a,	a,732\0	0	0	0	0	0	a,	a,petition\0
733	1	u,Сегодня Вы отправили максимальное количество петиций. Больше петиций отправить нельзя.\0	6	FF	FF	0	FF	a,ItemSound3.sys_impossible\0	a,733\0	0	0	0	0	0	a,	a,petition\0
734	1	u,Не удалось подать петицию за кого-то другого. $c1 уже отправил петицию.\0	6	FF	FF	0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
735	1	u,Не удалось подать петицию за игрока $c1. Номер ошибки: $s2.\0	6	FF	FF	0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
736	1	u,Заявка отозвана. Вы можете обратиться сегодня еще $s1 раз.\0	6	FF	FF	0	FF	a,	a,736\0	0	0	0	0	0	a,	a,petition\0
737	1	u,Вы отменили подачу петиции за игрока $c1.\0	6	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
738	1	u,Вы не подали петицию.\0	6	0	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,petition\0
739	1	u,Не удалось отменить подачу петиции за игрока $c1. Код ошибки: $s2.\0	6	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
740	1	u,$c1 присоединился к чату петиций по просьбе службы поддержки.\0	6	0	80	FF	FF	a,	a,740\0	0	0	0	0	0	a,	a,petition\0
741	1	u,Не удалось добавить игрока $c1 в чат петиций. Петиция уже подана\0	6	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
742	1	u,Не удалось добавить игрока $c1 в чат петиций. Код ошибки: $s2.\0	6	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
743	1	u,$c1 выходит из чата петиций.\0	6	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
744	1	u,Не удалось удалить игрока $s1 из чата петиций. Код ошибки: $s2.\0	6	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,petition\0
745	1	u,Вы не находитесь в чате петиций.\0	6	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,petition\0
746	1	u,Это не петиция.\0	6	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,petition\0
747	1	u,Если Вам необходима помощь, обратитесь в службу поддержки на нашем сайте.\0	6	0	80	FF	FF	a,	a,747\0	0	0	0	0	0	a,	a,petition\0
748	1	u,Дистанция слишком велика, поэтому заклинание отменено.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
749	1	u,$s1: эффект отменен.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
750	1	u,Сейчас Вы не можете изучать новые умения.\0	4	0	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,popup\0
751	1	u,Клан участвует в осаде замка на вражеской стороне. Нельзя пригласить в состав альянса.\0	0	0	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
752	1	u,Данное имя использовать нельзя.\0	4	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
753	1	u,Установить наемника в этом месте нельзя.\0	0	0	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
754	1	u,Осталось $s1 ч $s2 мин на этой неделе.\0	0	FF	FF	80	FF	a,	a,	8	0	5	1	0	u,Осталось времени на использование: $s1 ч $s2 мин.\0	a,none\0
755	1	u,Осталось $s2 мин на этой неделе.\0	0	FF	FF	80	FF	a,	a,	8	0	5	1	0	u,Осталось времени на использование: $s1 мин.\0	a,none\0
756	1	u,Время на этой неделе закончилось.\0	4	FF	FF	80	FF	a,	a,	8	0	5	1	0	u,Время использования истекло!\0	a,popup\0
757	1	u,Осталось: $s1 ч $s2 мин.\0	0	FF	FF	80	FF	a,	a,	8	0	5	1	0	u,Время использования: $s1 ч $s2 мин.\0	a,none\0
758	1	u,Вы можете играть $s1 ч $s2 мин до конца этой недели.\0	0	FF	FF	80	FF	a,	a,	8	0	5	1	0	u,Время игры на эту неделю: осталось $s1 ч $s2 мин.\0	a,none\0
759	1	u,Вы можете играть $s2 мин до конца этой недели.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
760	1	u,$c1 не может вступить в клан. Не прошло 24 ч с момента выхода из предыдущего.\0	0	80	FF	0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
761	1	u,Клан $s1 вышел из альянса менее 24 ч назад и не может войти в состав альянса вновь.\0	0	80	FF	0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
762	1	u,$c1 бросает $s2. Выпадает: $s3.\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
763	1	u,Расстояние до хранилища слишком велико. Отправить посылку невозможно.\0	0	0	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
