id	string
1110039	u,<a action="bypass -h menu_select?ask=419&reply=0">Детеныш, родившийся 2 года назад.</a><br>\0
1110040	u,<a action="bypass -h menu_select?ask=419&reply=0">Нет ответа</a><br>\0
1110041	u,<a action="bypass -h menu_select?ask=419&reply=0">Козел</a><br>\0
1110042	u,<a action="bypass -h menu_select?ask=419&reply=0">Падаль</a><br>\0
1110043	u,<a action="bypass -h menu_select?ask=419&reply=0">Ягоды</a><br>\0
1110044	u,<a action="bypass -h menu_select?ask=419&reply=0">Дичь</a><br>\0
1110045	u,<a action="bypass -h menu_select?ask=419&reply=1">Нет ответа</a><br>\0
1110046	u,<a action="bypass -h menu_select?ask=419&reply=0">Период размножения январь — февраль. </a><br>\0
1110047	u,<a action="bypass -h menu_select?ask=419&reply=1">Период беременности 9 месяцев. </a><br>\0
1110048	u,<a action="bypass -h menu_select?ask=419&reply=0">Детеныши появляются в апреле — июне. </a><br>\0
1110049	u,<a action="bypass -h menu_select?ask=419&reply=0">На свет появляется до 10 детенышей за раз. </a><br>\0
1110050	u,<a action="bypass -h menu_select?ask=419&reply=0">Нет ответа</a><br>\0
1110051	u,<a action="bypass -h menu_select?ask=419&reply=0">3-6лет</a><br>\0
1110052	u,<a action="bypass -h menu_select?ask=419&reply=0">6-9лет</a><br>\0
1110053	u,<a action="bypass -h menu_select?ask=419&reply=0">9-12лет</a><br>\0
1110054	u,<a action="bypass -h menu_select?ask=419&reply=1">12-15лет</a><br>\0
1110055	u,<a action="bypass -h menu_select?ask=419&reply=0">Нет ответа</a><br>\0
1110056	u,<a action="bypass -h menu_select?ask=419&reply=0">Волки сбиваются в стаи по 7-13 особей.</a><br>\0
1110057	u,<a action="bypass -h menu_select?ask=419&reply=0">Волк может съесть теленка за один присест.</a><br>\0
1110058	u,<a action="bypass -h menu_select?ask=419&reply=0">Волк может выдержать 5-6 дней без пищи при наличии воды.</a><br>\0
1110059	u,<a action="bypass -h menu_select?ask=419&reply=1">Беременная волчица создает для своих детенышей дом на широком открытом месте.</a><br>\0
1110060	u,<a action="bypass -h menu_select?ask=419&reply=0">Нет ответа</a><br>\0
1110061	u,<a action="bypass -h menu_select?ask=419&reply=1">Даже взрослый волк весит меньше взрослого мужчины. </a><br>\0
1110062	u,<a action="bypass -h menu_select?ask=419&reply=0">Во время полнолуния волк превращается в оборотня.</a><br>\0
1110063	u,<a action="bypass -h menu_select?ask=419&reply=0">Цвет шкуры волка вне зависимости от среды обитания остается одинаковым.</a><br>\0
1110064	u,<a action="bypass -h menu_select?ask=419&reply=0">Волк любит полакомиться гномами.</a><br>\0
1110065	u,<a action="bypass -h menu_select?ask=419&reply=0">Нет ответа</a><br>\0
1110066	u,<a action="bypass -h menu_select?ask=419&reply=0">Говорящий Остров - Волк</a><br>\0
1110067	u,<a action="bypass -h menu_select?ask=419&reply=0">Темный лес - Пепельный Волк</a><br>\0
1110068	u,<a action="bypass -h menu_select?ask=419&reply=0">Эльфийский лес - Серый Волк</a><br>\0
1110069	u,<a action="bypass -h menu_select?ask=419&reply=1">Плато Бессмертия - Черный Волк</a><br>\0
1110070	u,<a action="bypass -h menu_select?ask=419&reply=0">Нет ответа</a><br>\0
1110071	u,встает.\0
1110072	u,садится.\0
1110073	u,Вы можете использовать умения и заклинания даже сидя.\0
1110074	u,Вне зоны досягаемости.\0
1110075	u,<a action="bypass -h menu_select?ask=255&reply=3" msg="811;Ипподром Монстров">Телепорт к Ипподрому Монстров (бесплатно)</a><br>\0
1111002	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Гладиатор</a><br>\0
1111003	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Копейщик</a><br>\0
1111005	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Паладин</a><br>\0
1111006	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Мститель</a><br>\0
1111008	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Искатель Сокровищ</a><br>\0
1111009	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Стрелок</a><br>\0
1111012	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Властитель Огня</a><br>\0
1111013	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Некромант</a><br>\0
1111014	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Колдун</a><br>\0
1111016	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Епископ</a><br>\0
1111017	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Проповедник</a><br>\0
1111020	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Рыцарь Евы</a><br>\0
1111021	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Менестрель</a><br>\0
1111023	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Следопыт</a><br>\0
1111024	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Серебряный Рейнджер</a><br>\0
1111027	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Певец Заклинаний</a><br>\0
1111028	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Последователь Стихий</a><br>\0
1111030	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Мудрец Евы</a><br>\0
1111033	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Рыцарь Шилен</a><br>\0
1111034	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Танцор Смерти</a><br>\0
1111036	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Странник Бездны</a><br>\0
1111037	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Призрачный Рейнджер</a><br>\0
1111040	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Заклинатель Ветра</a><br>\0
1111041	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Последователь Тьмы</a><br>\0
1111043	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Мудрец Шилен</a><br>\0
1111046	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Разрушитель</a><br>\0
1111048	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Отшельник</a><br>\0
1111051	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Верховный Шаман</a><br>\0
1111052	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Вестник Войны</a><br>\0
1111055	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Охотник за Наградой</a><br>\0
1111057	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Кузнец</a><br>\0
1111058	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Дуэлист</a><br>\0
1111059	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Полководец</a><br>\0
1111060	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Рыцарь Феникса</a><br>\0
1111061	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Рыцарь Ада</a><br>\0
1111062	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Снайпер</a><br>\0
1111063	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Авантюрист</a><br>\0
1111064	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Архимаг</a><br>\0
1111065	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Пожиратель Душ</a><br>\0
1111066	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Чернокнижник</a><br>\0
1111067	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Кардинал</a><br>\0
1111068	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Апостол</a><br>\0
1111069	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Храмовник Евы</a><br>\0
1111070	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Виртуоз</a><br>\0
1111071	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Странник Ветра</a><br>\0
1111072	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Страж Лунного Света</a><br>\0
1111073	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Магистр Магии</a><br>\0
1111074	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Мастер Стихий</a><br>\0
1111075	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Жрец Евы</a><br>\0
1111076	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Храмовник Шилен</a><br>\0
1111077	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Призрачный Танцор</a><br>\0
1111078	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Призрачный Охотник</a><br>\0
1111079	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Страж Теней</a><br>\0
1111080	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Повелитель Бури</a><br>\0
1111081	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Владыка Теней</a><br>\0
1111082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Жрец Шилен</a><br>\0
1111083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Титан</a><br>\0
1111084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Аватар</a><br>\0
1111085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Деспот</a><br>\0
1111086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Глас Судьбы</a><br>\0
1111087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Кладоискатель</a><br>\0
1111088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Мастер</a><br>\0
1112002	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Гладиатор</a><br>\0
1112003	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Копейщик</a><br>\0
1112005	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Паладин</a><br>\0
1112006	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мститель</a><br>\0
1112008	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Искатель Сокровищ</a><br>\0
1112009	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Стрелок</a><br>\0
1112012	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Властитель Огня</a><br>\0
1112013	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Некромант</a><br>\0
1112014	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Колдун</a><br>\0
1112016	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Епископ</a><br>\0
1112017	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Проповедник</a><br>\0
1112020	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Евы</a><br>\0
1112021	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Менестрель</a><br>\0
1112023	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Следопыт</a><br>\0
1112024	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Серебряный Рейнджер</a><br>\0
1112027	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Певец Заклинаний</a><br>\0
1112028	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Последователь Стихий</a><br>\0
1112030	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мудрец Евы</a><br>\0
1112033	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Шилен</a><br>\0
1112034	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Танцор Смерти</a><br>\0
1112036	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Странник Бездны</a><br>\0
1112037	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Призрачный Рейнджер</a><br>\0
1112040	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Заклинатель Ветра</a><br>\0
1112041	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Последователь Тьмы</a><br>\0
1112043	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мудрец Шилен</a><br>\0
1112046	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Разрушитель</a><br>\0
1112048	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Отшельник</a><br>\0
1112051	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Верховный Шаман</a><br>\0
1112052	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Вестник Войны</a><br>\0
1112055	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Охотник за Наградой</a><br>\0
1112057	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Кузнец</a><br>\0
1112058	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Дуэлист</a><br>\0
1112059	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Полководец</a><br>\0
1112060	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Феникса</a><br>\0
1112061	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Рыцарь Ада</a><br>\0
1112062	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Снайпер</a><br>\0
1112063	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Авантюрист</a><br>\0
1112064	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Архимаг</a><br>\0
1112065	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Пожиратель Душ</a><br>\0
1112066	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Чернокнижник</a><br>\0
1112067	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Кардинал</a><br>\0
1112068	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Апостол</a><br>\0
1112069	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Храмовник Евы</a><br>\0
1112070	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Виртуоз</a><br>\0
1112071	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Странник Ветра</a><br>\0
1112072	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Страж Лунного Света</a><br>\0
1112073	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Магистр Магии</a><br>\0
1112074	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мастер Стихий</a><br>\0
1112075	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Жрец Евы</a><br>\0
1112076	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Храмовник Шилен</a><br>\0
1112077	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Призрачный Танцор</a><br>\0
1112078	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Призрачный Охотник</a><br>\0
1112079	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Страж Теней</a><br>\0
1112080	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Повелитель Бури</a><br>\0
1112081	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Владыка Теней</a><br>\0
1112082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Жрец Шилен</a><br>\0
1112083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Титан</a><br>\0
1112084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Аватар</a><br>\0
1112085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Деспот</a><br>\0
1112086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Глас Судьбы</a><br>\0
1112087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Кладоискатель</a><br>\0
1112088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=2">Мастер</a><br>\0
1113002	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Гладиатор</a><br>\0
1113003	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Копейщик</a><br>\0
1113005	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Паладин</a><br>\0
1113006	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мститель</a><br>\0
1113008	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Искатель Сокровищ</a><br>\0
1113009	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Стрелок</a><br>\0
1113012	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Властитель Огня</a><br>\0
1113013	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Некромант</a><br>\0
1113014	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Колдун</a><br>\0
1113016	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Епископ</a><br>\0
1113017	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Проповедник</a><br>\0
1113020	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Евы</a><br>\0
1113021	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Менестрель</a><br>\0
1113023	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Следопыт</a><br>\0
1113024	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Серебряный Рейнджер</a><br>\0
1113027	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Певец Заклинаний</a><br>\0
1113028	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Последователь Стихий</a><br>\0
1113030	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мудрец Евы</a><br>\0
1113033	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Шилен</a><br>\0
1113034	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Танцор Смерти</a><br>\0
1113036	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Странник Бездны</a><br>\0
1113037	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Призрачный Рейнджер</a><br>\0
1113040	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Заклинатель Ветра</a><br>\0
1113041	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Последователь Тьмы</a><br>\0
1113043	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мудрец Шилен</a><br>\0
1113046	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Разрушитель</a><br>\0
1113048	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Отшельник</a><br>\0
1113051	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Верховный Шаман</a><br>\0
1113052	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Вестник Войны</a><br>\0
1113055	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Охотник за Наградой</a><br>\0
1113057	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Кузнец</a><br>\0
1113058	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Дуэлист</a><br>\0
1113059	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Полководец</a><br>\0
1113060	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Феникса</a><br>\0
1113061	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Рыцарь Ада</a><br>\0
1113062	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Снайпер</a><br>\0
1113063	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Авантюрист</a><br>\0
1113064	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Архимаг</a><br>\0
1113065	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Пожиратель Душ</a><br>\0
1113066	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Чернокнижник</a><br>\0
1113067	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Кардинал</a><br>\0
1113068	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Апостол</a><br>\0
1113069	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Храмовник Евы</a><br>\0
1113070	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Виртуоз</a><br>\0
1113071	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Странник Ветра</a><br>\0
1113072	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Страж Лунного Света</a><br>\0
1113073	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Магистр Магии</a><br>\0
1113074	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мастер Стихий</a><br>\0
1113075	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Жрец Евы</a><br>\0
1113076	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Храмовник Шилен</a><br>\0
1113077	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Призрачный Танцор</a><br>\0
1113078	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Призрачный Охотник</a><br>\0
1113079	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Страж Теней</a><br>\0
1113080	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Повелитель Бури</a><br>\0
1113081	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Владыка Теней</a><br>\0
1113082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Жрец Шилен</a><br>\0
1113083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Титан</a><br>\0
1113084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Аватар</a><br>\0
1113085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Деспот</a><br>\0
1113086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Глас Судьбы</a><br>\0
1113087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Кладоискатель</a><br>\0
1113088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">Мастер</a><br>\0
1114088	u,<a action="bypass -h menu_select?ask=-2&reply=380">Дуэлист</a><br>\0
1114089	u,<a action="bypass -h menu_select?ask=-2&reply=381">Полководец</a><br>\0
1114090	u,<a action="bypass -h menu_select?ask=-2&reply=382">Рыцарь Феникса</a><br>\0
1114091	u,<a action="bypass -h menu_select?ask=-2&reply=383">Рыцарь Ада</a><br>\0
1114092	u,<a action="bypass -h menu_select?ask=-2&reply=384">Снайпер</a><br>\0
1114093	u,<a action="bypass -h menu_select?ask=-2&reply=385">Авантюрист</a><br>\0
1114094	u,<a action="bypass -h menu_select?ask=-2&reply=386">Архимаг</a><br>\0
1114095	u,<a action="bypass -h menu_select?ask=-2&reply=387">Пожиратель Душ</a><br>\0
1114096	u,<a action="bypass -h menu_select?ask=-2&reply=388">Чернокнижник</a><br>\0
1114097	u,<a action="bypass -h menu_select?ask=-2&reply=389">Кардинал</a><br>\0
1114098	u,<a action="bypass -h menu_select?ask=-2&reply=390">Апостол</a><br>\0
1114099	u,<a action="bypass -h menu_select?ask=-2&reply=391">Храмовник Евы</a><br>\0
1114100	u,<a action="bypass -h menu_select?ask=-2&reply=392">Виртуоз</a><br>\0
1114101	u,<a action="bypass -h menu_select?ask=-2&reply=393">Странник Ветра</a><br>\0
1114102	u,<a action="bypass -h menu_select?ask=-2&reply=394">Страж Лунного Света</a><br>\0
1114103	u,<a action="bypass -h menu_select?ask=-2&reply=395">Магистр Магии</a><br>\0
1114104	u,<a action="bypass -h menu_select?ask=-2&reply=396">Мастер Стихий</a><br>\0
1114105	u,<a action="bypass -h menu_select?ask=-2&reply=397">Жрец Евы</a><br>\0
1114106	u,<a action="bypass -h menu_select?ask=-2&reply=398">Храмовник Шилен</a><br>\0
1114107	u,<a action="bypass -h menu_select?ask=-2&reply=399">Призрачный Танцор</a><br>\0
1114108	u,<a action="bypass -h menu_select?ask=-2&reply=400">Призрачный Охотник</a><br>\0
1114109	u,<a action="bypass -h menu_select?ask=-2&reply=401">Страж Теней</a><br>\0
1114110	u,<a action="bypass -h menu_select?ask=-2&reply=402">Повелитель Бури</a><br>\0
1114111	u,<a action="bypass -h menu_select?ask=-2&reply=403">Владыка Теней</a><br>\0
1114112	u,<a action="bypass -h menu_select?ask=-2&reply=404">Жрец Шилен</a><br>\0
1114113	u,<a action="bypass -h menu_select?ask=-2&reply=405">Титан</a><br>\0
1114114	u,<a action="bypass -h menu_select?ask=-2&reply=406">Аватар</a><br>\0
1114115	u,<a action="bypass -h menu_select?ask=-2&reply=407">Деспот</a><br>\0
1114116	u,<a action="bypass -h menu_select?ask=-2&reply=408">Глас Судьбы</a><br>\0
1114117	u,<a action="bypass -h menu_select?ask=-2&reply=409">Кладоискатель</a><br>\0
1114118	u,<a action="bypass -h menu_select?ask=-2&reply=410">Мастер</a><br>\0
1115127	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Берсерк</a><br>\0
1115128	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Палач</a><br>\0
1115129	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Палач</a><br>\0
1115130	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Арбалетчик</a><br>\0
1115131	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Каратель</a><br>\0
1115132	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Инквизитор</a><br>\0
1115133	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Инквизитор</a><br>\0
1115134	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">Диверсант</a><br>\0
1116127	u,<a action="bypass -h menu_select?ask=-2&reply=411">Берсерк</a><br>\0
1116128	u,<a action="bypass -h menu_select?ask=-2&reply=412">Палач</a><br>\0
1116129	u,<a action="bypass -h menu_select?ask=-2&reply=413">Палач</a><br>\0
1116130	u,<a action="bypass -h menu_select?ask=-2&reply=414">Арбалетчик</a><br>\0
1116131	u,<a action="bypass -h menu_select?ask=-2&reply=415">Каратель</a><br>\0
1116132	u,<a action="bypass -h menu_select?ask=-2&reply=416">Инквизитор</a><br>\0
1116133	u,<a action="bypass -h menu_select?ask=-2&reply=417">Инквизитор</a><br>\0
1116134	u,<a action="bypass -h menu_select?ask=-2&reply=418">Диверсант</a><br>\0
1116135	u,<a action="bypass -h menu_select?ask=-2&reply=419">Инспектор</a><br>\0
1116136	u,<a action="bypass -h menu_select?ask=-2&reply=420">Арбитр</a><br>\0
1119999	a, \0
1120001	u,Кутус Серый Коготь (ур.23)\0
1120002	u,Капитан Наемников Турек (ур.30)\0
1120003	u,Паук Клету (ур.42)\0
1120004	u,Яростный Тилес (ур.55)\0
1120005	u,Призрак Главаря Крестьян (ур.50)\0
1120006	u,Третий Подводный Стражник (ур.60)\0
1120007	u,Пан Дриад (ур.25)\0
1120008	u,Колдун Брека Пасту (ур.34)\0
1120009	u,Королева Стакато Зирна (ур.34)\0
1120010	u,Кату Главарь Авангарда Атуи (ур.49)\0
1120011	u,Атрайбан (ур.53)\0
1120012	u,Стражник Евы Милену (ур.58)\0
1120013	u,Посланец Шилен Кабрио (ур.70)\0
1120014	u,Тирак (ур.28)\0
1120015	u,Реммель (ур.35)\0
1120016	u,Барион (ур.47)\0
1120017	u,Карте (ур.49)\0
1120018	u,Верфа (ур.51)\0
1120019	u,Рахха (ур.65)\0
1120020	u,Кернон (ур.75)\0
1120021	u,Птицезмей (ур.45)\0
1120022	u,Отверженная Каэль (ур.24)\0
1120023	u,Чертуба Великий Дух (ур.35)\0
1120024	u,Чародей Бури Терук (ур.40)\0
1120025	u,Капитан Красного Флага Шака (ур.52)\0
1120026	u,Смотритель Зачарованного Леса Руэль (ур.55)\0
1120027	u,Кровавый Жрец Рудельто (ур.69)\0
1120028	u,Принцесса Молранг (ур.25)\0
1120029	u,Кошачий Глаз (ур.30)\0
1120030	u,Лидер Кошачьей Банды (ур.39)\0
