tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id	UNK_4	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]
1	68	2	u,Сага Инквизитора\0	u,Потерянный ключ\0	u,Мона утверждает, что потеряла ключ от сейфа. Отправляйтесь к Главному Кузнецу Ноэлю, который живет в Замке Годдарда.\\n\0	0															0															146432.00000000	-58784.00000000	-2976.00000000	76	0	3	u,Главный Кузнец Ноэль\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	1			
1	68	3	u,Сага Инквизитора\0	u,Кристаллы Льда\0	u,У Ноэля закончились запасные ключи. Чтобы сделать новый, ему понадобятся Кристаллы Льда. Получить их можно у Повара Джереми, который живет в районе Горячих Источников.\\n\0	1	7080														1	1														146432.00000000	-58784.00000000	-2976.00000000	76	0	3	u,Главный Кузнец Ноэль\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	2			
1	68	4	u,Сага Инквизитора\0	u,Разговор с Моной\0	u,Ноэль сделал Вам запасной ключ. Отнесите его Начальнику Склада Моне.\\n\0	1	9802														1	1														146528.00000000	-57936.00000000	-2965.00000000	76	0	3	u,Начальник Склада Мона\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	3			
1	68	5	u,Сага Инквизитора\0	u,I Камень Познания\0	u,Вы получили Амулет Резонанса. Активируйте первый Камень Познания.\\n\0	1	9723														1	1														120112.00000000	30912.00000000	-3616.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	4			
1	68	6	u,Сага Инквизитора\0	u,II Амулет Резонанса\0	u,Вы чувствуете, что следующий Амулет Резонанса находится рядом со вторым Камнем Познания.\\n\0	0															0															80240.00000000	-72720.00000000	-4468.00000000	76	0	3	u,Камень Познания\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	5			
1	68	7	u,Сага Инквизитора\0	u,II Камень Познания\0	u,Вы получили Амулет Резонанса. Активируйте второй Камень Познания.\\n\0	1	9726														1	1														80240.00000000	-72720.00000000	-4468.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	6			
1	68	8	u,Сага Инквизитора\0	u,III Амулет Резонанса\0	u,Вы чувствуете, что следующий Амулет Резонанса находится рядом с третьим Камнем Познания.\\n\0	0															0															161728.00000000	-92880.00000000	-1840.00000000	76	0	3	u,Амулет Резонанса\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	7			
1	68	9	u,Сага Инквизитора\0	u,III Камень Познания\0	u,Вы получили Амулет Резонанса. Теперь активируйте Камень Познания.\\n\0	1	9729														1	1														161728.00000000	-92880.00000000	-1840.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	8			
1	68	10	u,Сага Инквизитора\0	u,IV Амулет Резонанса\0	u,Вы выяснили, что кузнец из Руны знает, где находится следующий Амулет Резонанса.\\n\0	0															0															45136.00000000	-48624.00000000	-800.00000000	76	0	3	u,Кузнец\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	9			
1	68	11	u,Сага Инквизитора\0	u,В поисках Орков Кетра\0	u,Чтобы получить четвертый Амулет Резонанса, Вы должны найти Освященный Камень. Для этого Вам придется завоевать доверие Орков Кетра. Поговорите с их Посланником Вахканом.\\n\0	1	7081														1	1														146980.00000000	-67483.00000000	-3656.00000000	76	0	3	u,Посланник Кетра Вахкан\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	68	12	u,Сага Инквизитора\0	u,В поисках Фавнов Варка\0	u,Чтобы получить четвертый Амулет Резонанса, Вы должны найти Освященный Камень. Для этого Вам придется завоевать доверие Фавнов Варка. Поговорите с их Посланником Нараном Ашануком.\\n\0	1	7081														1	1														1125440.00000000	-40944.00000000	-3701.00000000	76	0	3	u,Посланник Варка Наран Ашанук\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	68	13	u,Сага Инквизитора\0	u,IV Камень Познания\0	u,Вы получили четвертый Амулет Резонанса. Теперь активируйте следующий Камень Познания.\\n\0	1	9732														1	1														122512.00000000	-69965.00000000	-3112.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	11			
1	68	14	u,Сага Инквизитора\0	u,V Амулет Резонанса\0	u,О местонахождении пятого Амулета Резонанса может знать один Камаэль. Он находится на дороге к Проходу Дьявола, недалеко от Болота Криков.\\n\0	0															0															92581.00000000	-59611.00000000	-2864.00000000	76	0	3	u,Камаэль\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	13			
1	68	15	u,Сага Инквизитора\0	u,Миньоны Халиши\0	u,Следующий Амулет Резонанса находится у Архонта Халиши, который обитает в Четырех Гробницах. Ни в коем случае не пытайтесь справиться с ним в одиночку!\\nВы также можете вызвать его, атаковав его приспешников в Усыпальнице Верности. Он появится, когда Вы соберете 700 Знаков Халиши.\\n\\nЦели:\\n Усыпальница Верности - Могильный Скарабей, Скарабей Падальщик, Могильный Муравей, Муравей Падальщик, Рыцарь Усыпальницы, Страж Усыпальницы, Архонт Халиши\\nГробница Императоров - Архонт Халиши.\\n\0	0															0															189948.00000000	-59594.00000000	-3008.00000000	76	0	3	u,Усыпальница Верности/Гробница Императоров\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	14			
1	68	16	u,Сага Инквизитора\0	u,V Камень Познания\0	u,Вы получили пятый Амулет Резонанса. Теперь активируйте следующий Камень Познания.\\n\0	1	9735														1	1														168528.00000000	-61488.00000000	-3872.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	15			
1	68	17	u,Сага Инквизитора\0	u,VI Амулет Резонанса\0	u,Вы чувствуете, что следующий Амулет Резонанса находится рядом с последним Камнем Познания.\\n\0	0															0															46016.00000000	-36368.00000000	-1659.00000000	76	0	3	u,Шестой Амулет Резонанса\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	16			
1	68	18	u,Сага Инквизитора\0	u,VI Камень Познания\0	u,Вы победили Закорела и получили шестой Амулет Резонанса. Теперь активируйте последний Камень Познания.\\n\0	1	9738														1	1														46016.00000000	-36368.00000000	-1659.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	17			
1	68	19	u,Сага Инквизитора\0	u,Смена класса\0	u,Активировав последний Камень Познания, Вы завершили свое паломничество. Возвращайтесь к Иерарху Кекропусу на Остров Душ.\\n\0	0															0															-118080.00000000	42835.00000000	720.00000000	76	0	3	u,Иерарх Кекропус\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	68	20	u,Сага Инквизитора\0	u,Недостаточно опыта\0	u,Активировав последний Камень Познания, Вы завершили свое паломничество. Однако у Вас пока недостаточно опыта, чтобы воспользоваться силой Камней Познания.\\n(Смена класса возможна только с 76-го уровня. Не отменяйте квест, пока не смените класс.)\\n\0	0															0															-118080.00000000	42835.00000000	720.00000000	76	0	3	u,Иерарх Кекропус\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	68	-1	u,Сага Инквизитора\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	76	0	3	a,	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Палач\0	u,По словам Кекропуса, Вам необходимо раскрыть секрет силы, запечатанной в Камнях Познания.\0	2	128	129																																																																				0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	19			
1	69	1	u,Сага Диверсанта\0	u,Начало паломничества\0	u,Чтобы обрести новые силы, Вам необходимо активировать 6 Камней Познания, разбросанных по всему миру. Подробнее об этом Вы можете узнать у Магистра Джастина из Годдарда.\\n\0	0															0															146688.00000000	-52576.00000000	-2736.00000000	76	0	3	u,Магистр Джастин\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	0			
1	69	2	u,Сага Диверсанта\0	u,Жизненная сила\0	u,Во время исследования жизненной силы Джастин обнаружил одну очень странную вещь - Амулет Резонанса. Он готов обменять его на Образец Живой Ткани, который нужен ему для работы. Чтобы получить Образец, поговорите с Работником Склада Стефано.\\n\0	0															0															146172.00000000	-57380.00000000	-2965.00000000	76	0	3	u,Работник Склада Стефано\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	1			
1	69	3	u,Сага Диверсанта\0	u,Кристаллы Льда\0	u,Стефано достал для Джастина Образец Живой Ткани, но для перевозки ему необходимы Кристаллы Льда.\\nИх можно получить у Повара Джереми в Горячих Источниках.\\n\0	1	7080														1	1														146172.00000000	-57380.00000000	-2965.00000000	76	0	3	u,Работник Склада Стефано\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	2			
1	69	4	u,Сага Диверсанта\0	u,Разговор с Джастином\0	u,Теперь у Вас есть Образец Живой Ткани. Возвращайтесь с ним к Магистру Джастину.\\n\0	1	9761														1	1														146688.00000000	-52576.00000000	-2736.00000000	76	0	3	u,Магистр Джастин\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	3			
1	69	5	u,Сага Диверсанта\0	u,I Камень Познания\0	u,Вы получили Амулет Резонанса. Активируйте первый Камень Познания к югу от Башни Дерзости.\\n\0	1	9724														1	1														120112.00000000	30912.00000000	-3616.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	4			
1	69	6	u,Сага Диверсанта\0	u,Стражи Камня Познания\0	u,Вы чувствуете, что следующий Амулет Резонанса находится у Стражей Запретных Знаний, охраняющих второй Камень Познания\\n\\nЦель: Страж Запретных Знаний.\\n\0	0															0															71344.00000000	-82704.00000000	-4272.00000000	76	0	3	u,Камень Познания\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	5			
1	69	7	u,Сага Диверсанта\0	u,II Камень Познания\0	u,Вы получили Амулет Резонанса. Активируйте второй Камень Познания.\\n\0	1	9727														1	1														71344.00000000	-82704.00000000	-4272.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	6			
1	69	8	u,Сага Диверсанта\0	u,Пилигримы Зла\0	u,Кажется, Белеф тоже заинтересован в силе, заключенной в Камнях Познания. Его слуга, Багровая Герцогиня, собирает Амулеты Резонанса и уже завладела третьим Амулетом. Найдите ее к юго-востоку от Камня Познания недалеко от Заставы Орков Кетра и заберите Амулет.\\n\\nЦель: Багровая Герцогиня.\\n\0	1	9730														1	1														162848.00000000	-76496.00000000	-3051.00000000	76	0	3	u,Багровая Герцогиня\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	7			
1	69	9	u,Сага Диверсанта\0	u,III Камень Познания\0	u,Вы получили Амулет Резонанса. Теперь активируйте Камень Познания.\\n\0	0															0															162848.00000000	-76496.00000000	-3051.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	8			
1	69	10	u,Сага Диверсанта\0	u,IV Амулет Резонанса\0	u,Вы чувствуете, что следующий Амулет Резонанса находится у Мастера Медеи из Годдарда.\\n\0	0															0															151269.00000000	-55678.00000000	-2968.00000000	76	0	3	u,Мастер Медея\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	9			
1	69	11	u,Сага Диверсанта\0	u,В поисках Орков Кетра\0	u,Чтобы получить четвертый Амулет Резонанса, Вы должны найти Освященный Камень. Для этого Вам придется завоевать доверие Орков Кетра. Поговорите с их Посланником Вахканом.\\n\0	1	7081														1	1														146980.00000000	-67483.00000000	-3656.00000000	76	0	3	u,Посланник Кетра Вахкан\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	69	12	u,Сага Диверсанта\0	u,В поисках Фавнов Варка\0	u,Чтобы получить четвертый Амулет Резонанса, Вы должны найти Освященный Камень. Для этого Вам придется завоевать доверие Фавнов Варка. Поговорите с их Посланником Нараном Ашануком.\\n\0	1	7081														1	1														125440.00000000	-40944.00000000	-3701.00000000	76	0	3	u,Посланник Варка Наран Ашанук\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	69	13	u,Сага Диверсанта\0	u,IV Камень Познания\0	u,Вы получили четвертый Амулет Резонанса. Теперь активируйте следующий Камень Познания.\\n\0	0															0															122512.00000000	-69965.00000000	-3112.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	11			
1	69	14	u,Сага Диверсанта\0	u,V Амулет Резонанса\0	u,Вы чувствуете, что следующий Амулет Резонанса находится у Магистра Алминаса из Годдарда.\\n\0	0															0															146416.00000000	-52564.00000000	-2736.00000000	76	0	3	u,Магистр Алминас\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	13			
1	69	15	u,Сага Диверсанта\0	u,Миньоны Халиши\0	u,Следующий Амулет Резонанса находится у Архонта Халиши, который обитает в Четырех Гробницах. Ни в коем случае не пытайтесь справиться с ним в одиночку!\\nВы также можете вызвать его, атаковав его приспешников в Усыпальнице Верности. Он появится, когда Вы соберете 700 Знаков Халиши.\\n\\nЦели:\\n Усыпальница Верности - Могильный Скарабей, Скарабей Падальщик, Могильный Муравей, Муравей Падальщик, Рыцарь Усыпальницы, Страж Усыпальницы, Архонт Халиши\\nГробница Императоров - Архонт Халиши.\\n\0	1	9736														1	1														189948.00000000	-59594.00000000	-3008.00000000	76	0	3	u,Усыпальница Верности/Гробница Императоров\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	14			
1	69	16	u,Сага Диверсанта\0	u,V Камень Познания\0	u,Вы получили пятый Амулет Резонанса. Теперь активируйте следующий Камень Познания.\\n\0	0															0															168528.00000000	-61488.00000000	-3872.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	15			
1	69	17	u,Сага Диверсанта\0	u,Белая угроза\0	u,Вам было видение битвы между белокрылым посланником богов и женщиной-Камаэльм. Вы чувствуете, что следующий Амулет Резонанса находится у нее. Ищите ее в Деревне Охотников.\\n\0	0															0															124304.00000000	82128.00000000	-2795.00000000	76	0	3	u,Камень Познания\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	16			
1	69	18	u,Сага Диверсанта\0	u,VI Камень Познания\0	u,Вы получили шестой Амулет Резонанса. Теперь активируйте последний Камень Познания.\\n\0	1	9739														1	1														124304.00000000	82128.00000000	-2795.00000000	76	0	3	u,Камень Познания\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	17			
1	69	19	u,Сага Диверсанта\0	u,Путь на Остров Душ\0	u,Активировав последний Камень Познания, Вы завершили свое паломничество. Возвращайтесь к Иерарху Кекропусу на Остров Душ.\\n\0	0															0															-118080.00000000	42835.00000000	720.00000000	76	0	3	u,Иерарх Кекропус\0	0	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	69	20	u,Сага Диверсанта\0	u,Недостаточно опыта\0	u,Активировав последний Камень Познания, Вы завершили свое паломничество. Однако у Вас пока недостаточно опыта, чтобы воспользоваться силой Камней Познания.\\n(Смена класса возможна только с 76-го уровня. Не отменяйте квест, пока не смените класс.)\\n\0	0															0															-118080.00000000	42835.00000000	720.00000000	76	0	3	u,Иерарх Кекропус\0	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	69	-1	u,Сага Диверсанта\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	76	0	3	a,	1	1	1	32138	-118080.00000000	42835.00000000	720.00000000	u,Арбалетчик\0	u,Будучи Арбалетчиком, Вы поняли, когда надо изливать душу, а когда - хранить молчание. И теперь пришло время раскрыть главный секрет Камаэль.\0	1	130																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	19			
1	70	1	u,Сага Рыцаря Феникса\0	u,Начало паломничества\0	u,В какой-то момент своей жизни все рыцари оказываются на перепутье. Чтобы определить верный путь, они отправляются в паломничество. Поговорите с Мастером Феликсом из Годдарда. Он оставил рыцарство и пошел собственным путем.\\n\0	0															0															149008.00000000	-52560.00000000	-2736.00000000	76	0	3	u,Мастер Феликс\0	0	1	1	30849	149216.00000000	24960.00000000	-2122.00000000	u,Паладин\0	u,Вы потеряли столько же, сколько пытались спасти. Познайте предел своих возможностей и превзойдите его!\0	1	5																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	0			
1	70	2	u,Сага Рыцаря Феникса\0	u,Легендарное блюдо\0	u,Чтобы спасти дочь Мастера Феликса, Вам нужно блюдо, известное как "Ледяной Цветок". Его умеет готовить только Шеф-повар Донат из Горячих Источников. Попробуйте обратиться к нему.\\n\0	1	7534														1	1														149404.00000000	-112468.00000000	-2065.00000000	76	0	3	u,Шеф-повар Донат\0	0	1	1	30849	149216.00000000	24960.00000000	-2122.00000000	u,Паладин\0	u,Вы потеряли столько же, сколько пытались спасти. Познайте предел своих возможностей и превзойдите его!\0	1	5																																																																					0						0	0	0	97	3	3	15623	57	6622									3	2299404	5000000	1									1	1			
